id_siniestro,id_poliza,id_asegurado,id_proveedor,id_vehiculo,placa,ramo,cobertura,fecha_ocurrencia,fecha_reporte,dias_entre_ocurrencia_reporte,dias_desde_inicio_poliza,dias_desde_fin_poliza,monto_reclamado,monto_estimado,monto_pagado,suma_asegurada_poliza,estado,sucursal,descripcion,documentos_completos,documentos_inconsistentes,historial_siniestros_asegurado,siniestros_vehiculo_18m,proveedor_lista_restrictiva,score_riesgo,semaforo,señales_activadas,num_señales,etiqueta_fraude_simulada
SIN-0784,POL-0247,ASE-0179,PRV-0046,,,Salud,Cirugía,2025-01-04,2025-01-04,0,411,-46,14108.14,12846.63,3991.8,12719.18,Anticipo,Quito,Cirugía de urgencia por apendicitis crónica en el Clínica Santa Ana. El paciente evolucionó favorablemente durante el postoperatorio. Dados de alta con seguimiento ambulatorio.,No,No,1,0,No,13,Verde,Documentos incompletos,1,0
SIN-0785,POL-0165,ASE-0153,PRV-0010,,,Vida,Fallecimiento,2023-09-20,2023-09-22,2,1066,-701,25626.31,22754.64,15774.86,17923.86,Pago Parcial,Guayaquil,Colisión frontal en la vía Av. Francisco de Orellana cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,No,Sí,3,0,Sí,76,Rojo,Alta frecuencia reclamos asegurado (3 siniestros) | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | ⚠️ Documentos inconsistentes detectados,4,1
SIN-0786,POL-0158,ASE-0231,PRV-0010,VEH-0282,PAY-0987,Vehículos,Robo,2023-07-28,2023-08-03,6,3,-110,12950.42,11512.89,0.0,13387.59,Reserva,Guayaquil,El vehículo fue robado en horas de la madrugada mientras se encontraba estacionado frente al domicilio del asegurado en Av. 9 de Octubre. Se realizó la denuncia en la UPC del sector.,No,No,3,3,Sí,87,Rojo,Reclamo primeros 10 días de póliza | Demora denuncia robo >48h | Alta frecuencia reclamos asegurado (3 siniestros) | Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | Reporte con demora moderada (6 días) | Monto cercano a suma asegurada (>93%),9,1
SIN-0787,POL-0125,ASE-0006,PRV-0054,,,Vehículos,Robo,2023-09-01,2023-09-07,6,5,340,35419.99,31183.84,31183.84,14799.76,Pago Total,Portoviejo,Sustracción del vehículo en el interior de un centro comercial de Vía Principal. Las cámaras del lugar presentaban fallas técnicas según indicó el personal de seguridad.,No,No,4,0,Sí,76,Rojo,Reclamo primeros 10 días de póliza | Demora denuncia robo >48h | Alta frecuencia reclamos asegurado (4 siniestros) | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | Reporte con demora moderada (6 días),6,1
SIN-0788,POL-0032,ASE-0108,PRV-0038,VEH-0361,ZAL-7397,Vehículos,Volcadura,2023-01-13,2023-01-16,3,23,-242,8947.74,8228.59,5635.21,7116.64,Pago Parcial,Riobamba,Volcadura del vehículo asegurado en la curva de Av. 24 de Mayo. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,0,1,No,47,Amarillo,Reclamo entre 11-30 días de póliza | Dinámica de accidente sospechosa (Volcadura),2,0
SIN-0789,POL-0095,ASE-0233,PRV-0042,VEH-0058,BDD-7716,Vehículos,Choque,2024-04-23,2024-04-23,0,663,-298,5500.79,5270.94,0.0,20308.1,Reserva,Ambato,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. 12 de Noviembre.,No,No,0,0,No,16,Verde,Documentos incompletos,1,0
SIN-0790,POL-0127,ASE-0097,PRV-0027,,,Vida,Enfermedades Graves,2023-04-06,2023-04-07,1,-580,945,7050.52,6397.04,0.0,64730.66,Cierre Sin Consecuencia,Cuenca,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. Loja. El conductor del vehículo causante se dio a la fuga sin identificarse.,No,No,2,0,No,49,Amarillo,2 siniestros previos del asegurado | Proveedor con historial de casos observados | Documentos incompletos,3,0
SIN-0791,POL-0281,ASE-0231,PRV-0054,VEH-0262,TFL-7110,Vehículos,Robo,2024-01-17,2024-01-20,3,-267,632,13726.29,13614.39,0.0,17964.3,Reserva,Cuenca,Sustracción del vehículo en el interior de un centro comercial de Av. de Las Américas. Las cámaras del lugar presentaban fallas técnicas según indicó el personal de seguridad.,No,Sí,2,0,Sí,85,Rojo,Demora denuncia robo >48h | 2 siniestros previos del asegurado | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | ⚠️ Documentos inconsistentes detectados,5,1
SIN-0792,POL-0008,ASE-0134,PRV-0046,VEH-0172,JHL-0801,Vehículos,Pérdida Total,2024-04-04,2024-04-05,1,220,145,40974.17,39993.82,39993.82,38086.2,Pago Total,Quito,Accidente de tránsito en la vía Av. Shyris con impacto severo que ocasionó daños irreparables al vehículo. Los peritos determinaron pérdida total por superar el 75% del valor asegurado.,Sí,No,1,4,No,25,Verde,Demora denuncia robo 24-48h | Alta frecuencia conductor en vehículo (4 siniestros) | Vehículo con múltiples siniestros,3,0
SIN-0793,POL-0127,ASE-0097,PRV-0053,,,Vida,Invalidez Parcial,2023-08-12,2023-08-13,1,30,817,19933.34,19846.56,0.0,64730.66,Negativa,Santo Domingo,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Vía Principal. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,0,0,No,11,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0794,POL-0262,ASE-0146,PRV-0043,,,Salud,Hospitalización,2024-10-03,2024-10-05,2,312,53,7192.47,7345.51,2349.58,14503.92,Pago Parcial,Cuenca,Paciente ingresa al área de hospitalización por diagnóstico de hipertensión severa. Evolución satisfactoria durante los 4 días de internación. Alta médica con indicaciones.,Sí,No,1,0,No,12,Verde,Ninguna,0,0
SIN-0795,POL-0096,ASE-0058,PRV-0051,,,Generales,Responsabilidad Civil,2024-01-27,2024-01-27,0,26,238,15871.13,13162.38,0.0,31317.7,Reserva,Quito,Colisión del asegurado contra un vehículo de servicio público en Av. 6 de Diciembre. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,0,0,No,43,Amarillo,Reclamo entre 11-30 días de póliza,1,0
SIN-0796,POL-0276,ASE-0186,PRV-0009,VEH-0076,DPF-0224,Vehículos,Choque,2024-11-30,2024-12-01,1,819,-454,6038.27,4904.8,0.0,23088.65,Liquidado,Ambato,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. 12 de Noviembre.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0797,POL-0177,ASE-0115,PRV-0011,VEH-0152,MAS-5922,Vehículos,Robo Parcial,2023-06-02,2023-06-02,0,1059,-694,4349.67,4431.44,2590.03,37065.26,Anticipo,Latacunga,Impacto posterior en el sector de Av. 24 de Mayo durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,No,No,1,1,No,13,Verde,Documentos incompletos,1,0
SIN-0798,POL-0270,ASE-0019,PRV-0015,,,Salud,Hospitalización,2025-03-31,2025-03-31,0,295,70,2326.93,2282.91,2282.91,27417.2,Pago Total,Quito,Ingreso hospitalario de emergencia por hernia inguinal severo. Requirió atención en UCI durante las primeras 48 horas. Posteriormente trasladado a sala general con mejoría progresiva.,Sí,No,0,0,No,0,Verde,Ninguna,0,0
SIN-0799,POL-0088,ASE-0237,PRV-0035,,,Hogar,Responsabilidad Civil,2023-03-28,2023-03-30,2,248,117,6276.96,5918.96,0.0,18363.32,Liquidado,Riobamba,El vehículo asegurado impactó a un peatón en Av. 24 de Mayo causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0800,POL-0296,ASE-0075,PRV-0043,,,Generales,Responsabilidad Civil,2024-09-14,2024-09-14,0,1343,-978,15259.39,14513.73,0.0,11628.08,Reserva,Guayaquil,Colisión del asegurado contra un vehículo de servicio público en Av. Francisco de Orellana. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,No,No,1,0,No,5,Verde,Documentos incompletos,1,0
SIN-0801,POL-0101,ASE-0055,PRV-0031,,,Vehículos,Volcadura,2023-11-09,2023-11-26,17,312,53,17167.93,14280.21,14280.21,19857.14,Pago Total,Quito,Volcadura del vehículo asegurado en la curva de Av. Eloy Alfaro. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,No,No,2,4,No,95,Rojo,2 siniestros previos del asegurado | Alta frecuencia conductor en vehículo (4 siniestros) | Vehículo con múltiples siniestros | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | Reporte tardío (17 días),6,1
SIN-0802,POL-0111,ASE-0161,PRV-0051,VEH-0183,CBX-7180,Vehículos,Robo Parcial,2023-08-08,2023-08-10,2,30,767,3546.53,2943.0,1611.48,98144.41,Pago Parcial,Quito,Siniestro ocurrido en la autopista Calle Colón. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,1,2,No,29,Verde,Reclamo entre 11-30 días de póliza | Demora denuncia robo 24-48h | 2 siniestros del mismo vehículo,3,0
SIN-0803,POL-0067,ASE-0195,PRV-0055,VEH-0399,UMF-3537,Vehículos,Daño Parcial,2024-09-04,2024-09-04,0,172,193,603.53,594.74,0.0,14745.24,Reserva,Cuenca,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. Solano. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,1,No,0,Verde,Ninguna,0,1
SIN-0804,POL-0057,ASE-0026,PRV-0019,VEH-0050,MFB-8843,Vehículos,Choque,2023-08-20,2023-08-22,2,30,604,3344.8,3377.63,2107.84,22717.69,Anticipo,Machala,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Vía Principal.,Sí,No,1,1,No,19,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0805,POL-0059,ASE-0173,PRV-0027,,,Hogar,Incendio,2024-11-20,2024-11-21,1,1036,-671,27544.69,22813.71,13052.61,30756.53,Pago Parcial,Riobamba,Incendio de proporciones medianas afectó la cocina de la propiedad asegurada. Las llamas fueron controladas por los bomberos de Riobamba luego de 2 horas de trabajo.,Sí,No,2,0,No,45,Amarillo,2 siniestros previos del asegurado | Proveedor con historial de casos observados,2,0
SIN-0806,POL-0237,ASE-0019,PRV-0002,,,Salud,Maternidad,2023-07-19,2023-07-19,0,20,220,1149.95,1246.74,1246.74,26671.93,Pago Total,Ambato,Impacto posterior en el sector de Calle Sucre durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,5,0,No,48,Amarillo,Reclamo entre 11-30 días de póliza | Alta frecuencia reclamos asegurado (5 siniestros),2,0
SIN-0807,POL-0114,ASE-0192,PRV-0034,,,Salud,Hospitalización,2023-12-31,2024-01-01,1,1236,-871,2480.35,2212.91,1181.7,6650.97,Pago Parcial,Guayaquil,Ingreso hospitalario de emergencia por fractura de tibia severo. Requirió atención en UCI durante las primeras 48 horas. Posteriormente trasladado a sala general con mejoría progresiva.,Sí,No,1,0,No,26,Verde,Proveedor con historial de casos observados,1,0
SIN-0808,POL-0252,ASE-0073,PRV-0033,,,Salud,Atención Médica,2023-06-23,2023-06-25,2,116,249,28341.87,28243.73,0.0,30603.36,Reserva,Quito,Asegurado acude a emergencias por apendicitis aguda. Se realizan exámenes de laboratorio e imagen. Se procede con el tratamiento indicado por el especialista.,Sí,No,4,5,No,76,Rojo,Alta frecuencia reclamos asegurado (4 siniestros) | Alta frecuencia conductor en vehículo (5 siniestros) | Proveedor con historial de casos observados,3,1
SIN-0809,POL-0090,ASE-0023,PRV-0018,,,Salud,Maternidad,2023-04-23,2023-04-30,7,858,-493,842.18,754.03,242.13,19835.48,Anticipo,Quito,Colisión frontal en la vía Av. 10 de Agosto cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,1,0,No,57,Amarillo,Reporte con demora moderada (7 días),1,0
SIN-0810,POL-0063,ASE-0033,PRV-0018,,,Vida,Enfermedades Graves,2024-07-04,2024-07-04,0,1582,-1217,27263.97,29750.98,0.0,40131.48,Reserva,Guayaquil,Impacto posterior en el sector de Av. del Bombero durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,No,No,1,0,No,5,Verde,Documentos incompletos,1,0
SIN-0811,POL-0234,ASE-0152,PRV-0041,,,Vida,Fallecimiento,2023-01-02,2023-01-02,0,664,-299,23686.43,24205.92,24205.92,19773.37,Pago Total,Quito,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. América. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,11,Verde,Ninguna,0,0
SIN-0812,POL-0178,ASE-0054,PRV-0008,,,Hogar,Responsabilidad Civil,2023-05-06,2023-05-07,1,479,-114,5781.83,5297.42,5297.42,42257.11,Pago Total,Quito,El vehículo asegurado impactó a un peatón en Av. República causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0813,POL-0209,ASE-0142,PRV-0059,VEH-0235,TJZ-0092,Vehículos,Volcadura,2024-09-28,2024-09-30,2,1277,-912,7077.71,5666.63,0.0,27323.71,Reserva,Ibarra,Volcadura del vehículo asegurado en la curva de Av. 24 de Mayo. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,1,4,No,10,Verde,Alta frecuencia conductor en vehículo (4 siniestros) | Vehículo con múltiples siniestros | Dinámica de accidente sospechosa (Volcadura),3,0
SIN-0814,POL-0170,ASE-0245,PRV-0054,VEH-0214,XYA-6008,Vehículos,Daño Parcial,2023-10-01,2023-10-01,0,827,-462,3987.11,3892.56,3892.56,21266.63,Pago Total,Ambato,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. Los Shyris. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,Sí,22,Verde,⚠️ Proveedor en Lista Restrictiva,1,0
SIN-0815,POL-0227,ASE-0015,PRV-0054,,,Hogar,Terremoto,2023-05-15,2023-05-18,3,189,176,39140.53,41655.41,0.0,40950.89,Liquidado,Ambato,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. 12 de Noviembre.,Sí,No,3,5,No,87,Rojo,Alta frecuencia reclamos asegurado (3 siniestros) | Alta frecuencia conductor en vehículo (5 siniestros) | Proveedor con historial de casos observados | Monto cercano a suma asegurada (>93%),4,1
SIN-0816,POL-0156,ASE-0173,PRV-0048,,,Vida,Invalidez Parcial,2024-02-08,2024-02-13,5,949,-584,5285.26,5574.41,0.0,28973.94,Negativa,Guayaquil,Colisión frontal en la vía Av. Francisco de Orellana cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,2,0,No,56,Amarillo,2 siniestros previos del asegurado | Reporte con demora moderada (5 días),2,1
SIN-0817,POL-0074,ASE-0170,PRV-0027,,,Salud,Maternidad,2024-11-08,2024-11-08,0,1377,-1012,1596.57,1743.44,1743.44,61324.84,Pago Total,Guayaquil,Colisión frontal en la vía Av. Narcisa de Jesús cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,1,0,No,6,Verde,Proveedor con historial de casos observados,1,0
SIN-0818,POL-0047,ASE-0176,PRV-0010,,,Salud,Atención Médica,2023-01-22,2023-01-24,2,30,687,2224.84,2106.32,945.27,12085.9,Anticipo,Guayaquil,Asegurado acude a emergencias por politraumatismo. Se realizan exámenes de laboratorio e imagen. Se procede con el tratamiento indicado por el especialista.,Sí,No,0,0,Sí,31,Verde,Reclamo entre 11-30 días de póliza | ⚠️ Proveedor en Lista Restrictiva,2,0
SIN-0819,POL-0195,ASE-0090,PRV-0051,VEH-0359,FWX-7542,Vehículos,Daño Parcial,2023-03-21,2023-03-23,2,-277,642,3311.31,2663.16,2663.16,11166.99,Pago Total,Guayaquil,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. Juan Tanca Marengo.,No,Sí,2,0,No,56,Amarillo,2 siniestros previos del asegurado | Documentos incompletos | ⚠️ Documentos inconsistentes detectados,3,1
SIN-0820,POL-0162,ASE-0088,PRV-0002,VEH-0281,ATM-5242,Vehículos,Responsabilidad Civil,2021-09-02,2021-09-03,1,26,-636,19517.8,19750.14,19750.14,19797.56,Pago Total,Cuenca,El vehículo asegurado impactó a un peatón en Calle Gran Colombia causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,2,2,No,56,Amarillo,Reclamo entre 11-30 días de póliza | 2 siniestros previos del asegurado | 2 siniestros del mismo vehículo,3,0
SIN-0821,POL-0166,ASE-0102,PRV-0032,,,Generales,Responsabilidad Civil,2023-08-17,2023-08-23,6,706,-341,5931.34,6091.37,0.0,38769.58,Reserva,Guayaquil,El vehículo asegurado impactó a un peatón en Av. Narcisa de Jesús causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,1,0,No,42,Amarillo,Reporte con demora moderada (6 días),1,1
SIN-0822,POL-0268,ASE-0112,PRV-0023,VEH-0275,VHX-0890,Vehículos,Daño Parcial,2023-03-16,2023-03-18,2,663,-298,3630.83,3539.37,0.0,12463.43,Reserva,Guayaquil,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. 9 de Octubre.,Sí,No,1,2,No,12,Verde,2 siniestros del mismo vehículo,1,0
SIN-0823,POL-0027,ASE-0198,PRV-0053,VEH-0146,WCN-5112,Vehículos,Responsabilidad Civil,2024-12-10,2024-12-11,1,320,45,18419.5,20257.71,20257.71,35937.85,Pago Total,Quito,El vehículo asegurado impactó a un peatón en Av. 10 de Agosto causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,1,0,No,11,Verde,Ninguna,0,0
SIN-0824,POL-0255,ASE-0128,PRV-0001,VEH-0007,GEP-6085,Vehículos,Volcadura,2023-01-26,2023-01-26,0,300,65,6968.42,7003.07,0.0,16909.76,Reserva,Ambato,Volcadura del vehículo asegurado en la curva de Av. Los Shyris. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,0,3,No,10,Verde,Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros | Dinámica de accidente sospechosa (Volcadura),3,0
SIN-0825,POL-0224,ASE-0125,PRV-0007,,,Hogar,Incendio,2023-08-29,2023-09-03,5,-34,399,23505.8,23636.08,0.0,17610.21,Reserva,Guayaquil,Se reporta incendio en el garaje del inmueble asegurado. El siniestro se originó por un cortocircuito eléctrico según informe del Cuerpo de Bomberos del Cantón Guayaquil.,Sí,No,2,0,No,49,Amarillo,2 siniestros previos del asegurado | Reporte con demora moderada (5 días),2,1
SIN-0826,POL-0035,ASE-0129,PRV-0044,VEH-0059,MJZ-9729,Vehículos,Pérdida Total,2025-02-04,2025-02-04,0,1462,-1097,40713.52,35465.83,0.0,18679.06,Liquidado,Quito,El vehículo sufrió daños de consideración al precipitarse en la vía Av. Shyris. El informe del perito establece que los costos de reparación superan el valor comercial del vehículo.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0827,POL-0164,ASE-0079,PRV-0058,,,Salud,Hospitalización,2023-02-03,2023-02-03,0,89,276,1067.69,1132.68,868.25,8501.53,Pago Parcial,Guayaquil,Paciente ingresa al área de hospitalización por diagnóstico de apendicitis crónica. Evolución satisfactoria durante los 5 días de internación. Alta médica con indicaciones.,Sí,No,0,0,No,13,Verde,Ninguna,0,0
SIN-0828,POL-0248,ASE-0198,PRV-0033,,,Vehículos,Robo,2022-02-27,2022-03-02,3,6,-688,27129.46,29790.71,0.0,16508.55,Reserva,Santo Domingo,El vehículo fue robado en horas de la madrugada mientras se encontraba estacionado frente al domicilio del asegurado en Calle Central. Se realizó la denuncia en la UPC del sector.,No,No,4,0,Sí,85,Rojo,Reclamo primeros 10 días de póliza | Demora denuncia robo >48h | Alta frecuencia reclamos asegurado (4 siniestros) | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos,5,1
SIN-0829,POL-0199,ASE-0055,PRV-0041,VEH-0026,FUN-6234,Vehículos,Volcadura,2023-03-29,2023-03-30,1,703,-338,13312.02,11791.95,0.0,10934.34,Reserva,Ambato,Volcadura del vehículo asegurado en la curva de Av. 12 de Noviembre. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,No,Sí,2,1,No,45,Amarillo,2 siniestros previos del asegurado | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | ⚠️ Documentos inconsistentes detectados,4,1
SIN-0830,POL-0227,ASE-0015,PRV-0035,,,Generales,Responsabilidad Civil,2023-12-24,2023-12-24,0,412,-47,12726.47,13407.16,0.0,40950.89,Reserva,Guayaquil,Colisión del asegurado contra un vehículo de servicio público en Av. Francisco de Orellana. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,0,0,No,0,Verde,Ninguna,0,0
SIN-0831,POL-0087,ASE-0238,PRV-0037,VEH-0248,VKL-3723,Vehículos,Responsabilidad Civil,2024-11-05,2024-11-07,2,1757,-1392,17038.86,15453.61,15453.61,16263.6,Pago Total,Manta,Colisión del asegurado contra un vehículo de servicio público en Calle Central. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,0,0,No,0,Verde,Ninguna,0,0
SIN-0832,POL-0033,ASE-0112,PRV-0010,,,Salud,Emergencia,2023-11-19,2023-11-22,3,1339,-974,32869.12,35484.22,35484.22,34813.28,Pago Total,Riobamba,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Vía Principal.,No,Sí,2,0,Sí,97,Rojo,2 siniestros previos del asegurado | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | ⚠️ Documentos inconsistentes detectados | Monto cercano a suma asegurada (>93%),5,1
SIN-0833,POL-0001,ASE-0033,PRV-0041,,,Salud,Maternidad,2023-05-16,2023-05-16,0,1226,-861,2513.75,2325.77,1283.19,38796.87,Anticipo,Quito,Colisión frontal en la vía Av. América cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0834,POL-0034,ASE-0057,PRV-0048,,,Salud,Hospitalización,2024-05-04,2024-05-05,1,116,249,6725.79,5523.91,0.0,49851.15,Reserva,Loja,Ingreso hospitalario de emergencia por diabetes descompensada severo. Requirió atención en UCI durante las primeras 48 horas. Posteriormente trasladado a sala general con mejoría progresiva.,Sí,No,0,0,No,0,Verde,Ninguna,0,0
SIN-0835,POL-0160,ASE-0099,PRV-0028,VEH-0237,KNT-1885,Vehículos,Choque,2023-11-04,2023-11-05,1,-88,453,7499.67,8120.01,0.0,28785.89,Cierre Sin Consecuencia,Cuenca,Colisión frontal en la vía Av. Huayna Cápac cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,1,0,No,89,Rojo,Ninguna,0,1
SIN-0836,POL-0231,ASE-0095,PRV-0022,,,Salud,Maternidad,2024-06-09,2024-06-09,0,1444,-1079,3466.82,2856.56,0.0,48530.72,Liquidado,Guayaquil,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. Francisco de Orellana. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0837,POL-0111,ASE-0161,PRV-0014,VEH-0358,MEJ-8080,Vehículos,Responsabilidad Civil,2025-02-24,2025-02-24,0,164,201,3832.78,3423.61,3423.61,98144.41,Pago Total,Riobamba,El vehículo asegurado impactó a un peatón en Calle Central causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,0,1,No,26,Verde,Ninguna,0,0
SIN-0838,POL-0293,ASE-0058,PRV-0049,VEH-0201,SKJ-0342,Vehículos,Responsabilidad Civil,2023-10-29,2023-10-30,1,287,78,14718.83,14341.64,9264.13,27029.2,Pago Parcial,Guayaquil,El vehículo asegurado impactó a un peatón en Av. Carlos Julio Arosemena causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,0,0,No,26,Verde,Ninguna,0,0
SIN-0839,POL-0284,ASE-0072,PRV-0006,VEH-0009,VHY-7155,Vehículos,Robo,2023-12-10,2023-12-14,4,279,86,43735.03,37422.48,37422.48,26179.17,Pago Total,Tulcán,El asegurado reporta que al regresar al parqueadero ubicado en el sector de Vía Principal encontró que su vehículo había sido sustraído. No existen testigos ni cámaras de seguridad en el lugar.,Sí,No,2,0,No,47,Amarillo,Demora denuncia robo >48h | 2 siniestros previos del asegurado | Reporte con demora moderada (4 días),3,0
SIN-0840,POL-0270,ASE-0019,PRV-0023,VEH-0113,JUN-2762,Vehículos,Daño Parcial,2023-03-22,2023-03-29,7,-445,810,437.05,456.36,0.0,27417.2,Liquidado,Manta,Siniestro ocurrido en la autopista Av. 24 de Mayo. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,5,0,No,45,Amarillo,Alta frecuencia reclamos asegurado (5 siniestros) | Reporte con demora moderada (7 días),2,0
SIN-0841,POL-0206,ASE-0202,PRV-0036,,,Vida,Fallecimiento,2023-07-15,2023-07-17,2,1044,-679,18216.63,18692.0,0.0,78804.21,Negativa,Guayaquil,Siniestro ocurrido en la autopista Av. Francisco de Orellana. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0842,POL-0082,ASE-0025,PRV-0059,,,Salud,Cirugía,2025-01-16,2025-01-16,0,1700,-1335,6272.09,6797.14,5185.3,5609.33,Anticipo,Quito,Cirugía de urgencia por fractura de tibia en el Hospital de los Valles. El paciente evolucionó favorablemente durante el postoperatorio. Dados de alta con seguimiento ambulatorio.,Sí,No,2,0,No,44,Amarillo,2 siniestros previos del asegurado,1,0
SIN-0843,POL-0262,ASE-0146,PRV-0038,VEH-0179,HXU-7679,Vehículos,Volcadura,2025-04-15,2025-04-17,2,506,-141,14043.73,12942.51,4572.09,14503.92,Pago Parcial,Quito,El vehículo perdió el control en la vía Calle Colón y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 14:00 según el reporte policial.,Sí,No,1,2,No,10,Verde,2 siniestros del mismo vehículo | Dinámica de accidente sospechosa (Volcadura),2,0
SIN-0844,POL-0174,ASE-0247,PRV-0032,,,Hogar,Terremoto,2023-03-11,2023-03-11,0,30,594,9463.45,10218.2,5832.37,41146.68,Anticipo,Loja,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Calle Central.,Sí,No,0,0,No,5,Verde,Reclamo entre 11-30 días de póliza,1,0
